,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open
Currency,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,1.3941,77.905,6.3885,7.75,,66.15,121.72,1179.87,134.4,1991.0,4.195,1.5472,46.745,103.905,1.4089,35.845,32.358000000000004,22462.5,1.4045,77.905,6.4063,7.7511,,66.26,121.73,1185.05,134.4,1992.0,4.236000000000001,1.5561,46.835,104.035,1.4093,35.935,32.429,22542.5,1.3873,77.73,6.3845,7.7492,,65.94,120.63,1172.35,134.15,1988.0,4.183,1.5363,46.63,103.82,1.3968,35.61,32.185,22440.0,1.3947,77.74,6.4063,7.7495,,65.985,121.0,1174.33,134.25,1992.0,4.2336,1.5449,46.638000000000005,104.03,1.3984,35.63,32.287,22532.0
2015-08-31,1.4058,77.875,6.3764,7.75,,66.41199999999999,121.22,1182.82,134.6,1989.0,4.195,1.5773,46.765,104.125,1.4116,35.83,32.501,22481.5,1.4123,77.905,6.3892,7.7511,,66.5,121.75,1185.8,134.6,1992.0,4.195,1.5828,46.845,104.125,1.4147,35.92,32.585,22481.5,1.3922,77.73,6.3744,7.7494,,66.128,120.86,1179.4,134.3,1989.0,4.195,1.5404,46.7,104.0,1.4082,35.77,32.35,22440.0,1.3955,77.78,6.3892,7.7495,,66.15100000000001,121.65,1180.75,134.3,1992.0,4.195,1.5451,46.7,104.0,1.4088,35.83,32.35,22467.0
2015-09-01,1.4247,77.875,6.3645,7.75,,66.383,119.38,1180.05,134.6,1992.0,4.1665,1.5788,46.745,104.125,1.4126,35.74,32.428000000000004,22487.5,1.4265,77.875,6.3775,7.7508,,66.47,121.28,1183.9,134.6,1992.0,4.1945,1.5838,46.81,104.185,1.4144,35.85,32.57,22507.5,1.3974,77.73,6.3635,7.7492,,66.19,119.26,1170.4,134.4,1987.0,4.1405,1.5642,46.63,104.02,1.4047,35.66,32.225,22450.0,1.4055,77.75,6.3775,7.7495,,66.398,121.2,1183.1,134.4,1992.0,4.1945,1.5758,46.73,104.02,1.4109,35.83,32.504,22477.0
2015-09-02,1.4208,77.855,6.3559,7.75,,66.202,120.33,1184.08,134.55,1989.5,4.211,1.575,46.765,104.175,1.4152,35.76,32.46,22487.5,1.4325,77.895,6.3668,7.7508,,66.47399999999999,120.47,1185.6,134.65,1991.5,4.232,1.5854,46.825,104.175,1.4193,35.82,32.539,22487.5,1.4178,77.73,6.3555,7.7492,,66.125,119.2,1175.73,134.4,1988.5,4.1739999999999995,1.5691,46.66,104.0,1.4107,35.67,32.385,22475.0,1.4245,77.75,6.3656,7.7495,,66.383,119.37,1180.48,134.5,1991.5,4.1739999999999995,1.5775,46.71,104.15,1.4123,35.74,32.4,22475.0
2015-09-03,1.425,77.855,6.3559,7.75,,66.1,120.08,1191.04,134.875,1992.0,4.24,1.5625,46.775,104.195,1.4163,35.83,32.495,22490.0,1.4303,77.895,6.3559,7.7521,,66.3,120.7,1193.75,134.875,1992.0,4.253,1.5808,46.864,104.195,1.4186,35.92,32.594,22525.0,1.4148,77.73,6.3559,7.7492,,66.04,119.62,1182.82,134.5,1989.0,4.215,1.5576,46.69,104.11,1.4102,35.73,32.455,22451.0,1.4203,77.73,6.3559,7.7495,,66.202,120.32,1183.95,134.5,1992.0,4.217,1.5733,46.76,104.13,1.4148,35.74,32.515,22495.0
2015-09-04,1.4477,77.875,6.3559,7.7501,,66.685,119.0,1201.33,137.75,1991.0,4.2585,1.5915,46.935,104.205,1.4245,35.97,32.684,22472.5,1.4479,77.875,6.3559,7.7514,,66.785,120.19,1201.76,138.25,1991.0,4.2625,1.5962,46.96,104.235,1.425,36.02,32.699,22490.5,1.4233,77.73,6.3559,7.7492,,66.09,118.75,1187.25,137.0,1988.0,4.2275,1.5601,46.66,104.14,1.4137,35.78,32.474000000000004,22460.0,1.4245,77.73,6.3559,7.7495,,66.124,120.05,1190.57,137.5,1991.0,4.2275,1.5613,46.74,104.14,1.4162,35.83,32.565,22478.0
2015-09-07,1.444,77.865,6.3659,7.75,,66.88600000000001,119.28,1203.4,137.525,1990.0,4.33,1.5975,47.03,104.2,1.4278,36.11,32.769,22468.0,1.4503,77.875,6.3704,7.7504,,66.907,119.58,1208.0,137.875,1993.0,4.3395,1.6022,47.05,104.3,1.4289,36.16,32.829,22483.0,1.4378,77.74,6.356,7.7492,,66.585,118.65,1197.88,136.95,1989.0,4.2625,1.584,46.85,104.1,1.4218,35.9,32.635,22450.0,1.4438,77.75,6.3574,7.7495,,66.726,118.65,1201.42,137.5,1992.0,4.2625,1.5853,46.91,104.13,1.4235,35.96,32.662,22467.0
2015-09-08,1.4251,77.88,6.3672,7.7508,,66.294,119.81,1194.96,138.375,1991.0,4.342,1.5758,46.825,104.45,1.4178,36.015,32.65,22544.5,1.4444,77.88,6.3702,7.752000000000001,,66.913,120.23,1209.6,138.415,1993.0,4.3733,1.5984,47.055,104.45,1.4295,36.255,32.885,22548.5,1.4201,77.74,6.3615,7.7494,,66.293,118.83,1192.74,137.2,1989.0,4.3338,1.5721,46.76,103.94,1.4168,35.98,32.569,22450.0,1.4438,77.74,6.3698,7.7495,,66.85300000000001,119.27,1203.73,137.65,1992.0,4.3388,1.5962,47.01,104.37,1.4269,36.12,32.715,22467.0
2015-09-09,1.4248,77.855,6.3778,7.7515,,66.619,120.51,1191.51,138.875,1992.0,4.3265,1.5633,46.925,104.375,1.4167,36.2,32.495,22480.0,1.4282,77.875,6.38,7.7523,,66.65,121.22,1196.3,138.925,1994.0,4.342,1.5804,46.965,104.475,1.4183,36.24,32.675,22494.0,1.4138,77.72,6.361000000000001,7.7496,,66.245,119.78,1185.84,138.25,1990.0,4.2935,1.5562,46.77,104.2,1.4105,35.92,32.444,22450.0,1.4241,77.74,6.361000000000001,7.75,,66.311,119.81,1194.93,138.25,1992.0,4.3325,1.5746,46.83,104.2,1.4177,36.02,32.655,22484.0
2015-09-10,1.4139,77.895,6.3772,7.7501,,66.29899999999999,120.61,1182.93,138.975,1993.0,4.342,1.5896,46.845,104.5,1.4134,36.04,32.358000000000004,22544.5,1.44,77.915,6.3858,7.752000000000001,,66.77,121.34,1199.7,138.985,1995.0,4.3792,1.599,46.985,104.52,1.4243,36.27,32.695,22546.5,1.4079,77.73,6.3682,7.7492,,66.298,119.95,1181.54,138.23,1991.0,4.3242,1.5603,46.7,104.2,1.4115,35.98,32.329,22460.0,1.4245,77.76,6.377999999999999,7.7513,,66.646,120.51,1190.88,138.23,1991.0,4.3424,1.5603,46.879,104.42,1.4159,36.19,32.549,22532.0
2015-09-11,1.4101,77.875,6.375,7.75,,66.241,120.58,1182.69,139.075,1993.0,4.3175,1.5831,46.745,104.475,1.4123,36.03,32.43,22544.5,1.4222,77.895,6.3775,7.7507,,66.59,120.99,1186.8,139.285,1996.0,4.3403,1.5930000000000002,46.925,104.475,1.4178,36.18,32.588,22546.5,1.4088,77.75,6.3631,7.7492,,66.238,120.34,1181.85,138.23,1990.0,4.2829,1.5793,46.7,104.3,1.4067,35.93,32.3,22450.0,1.4132,77.76,6.3659,7.7495,,66.309,120.6,1182.93,138.88,1992.0,4.3403,1.5878,46.74,104.39,1.4123,36.02,32.37,22528.0
2015-09-14,1.4011,77.855,6.3679,7.75,,66.26100000000001,120.23,1182.83,139.8,1990.5,4.31,1.5796,46.705,104.5,1.4068,36.03,32.49,22487.0,1.416,77.875,6.376,7.7507,,66.5,120.84,1184.8,140.11,1998.5,4.3204,1.5892,46.835,104.52,1.4135,36.1,32.565,22600.0,1.3974,77.73,6.367000000000001,7.7492,,66.21,119.83,1177.61,138.75,1990.5,4.2904,1.5753,46.68,104.3,1.4044,35.97,32.405,22419.0,1.4114,77.75,6.3745,7.7496,,66.242,120.58,1182.4,138.8,1995.5,4.3154,1.5795,46.72,104.38,1.4123,36.06,32.425,22476.0
2015-09-15,1.4002,77.81,6.37,7.7502,,66.447,120.44,1179.13,139.95,1986.0,4.3085,1.5735,46.715,104.45,1.4018,35.93,32.5,22531.0,1.4114,77.81,6.3722,7.7502,,66.48,120.67,1187.7,140.12,1994.0,4.3218,1.5899,46.835,104.56,1.4076,36.07,32.62,22535.0,1.3949,77.52,6.3624,7.7492,,66.266,119.38,1177.79,139.17,1981.0,4.2953,1.5684,46.65,104.25,1.3981,35.86,32.457,22419.0,1.4008,77.52,6.3665,7.7494,,66.279,120.23,1182.83,139.17,1988.0,4.3043,1.5788,46.68,104.45,1.4063,36.01,32.495,22419.0
2015-09-16,1.3894,77.855,6.3709,7.7503,,66.219,120.56,1170.22,140.975,1991.0,4.3085,1.5698,46.635,104.4,1.3967,35.86,32.475,22518.5,1.4042,77.895,6.3745,7.7512,,66.52,120.73,1182.4,141.095,1993.0,4.3085,1.5795,46.765,104.45,1.4038,36.05,32.62,22537.5,1.3879,77.52,6.3692,7.7492,,66.186,120.08,1170.04,139.5,1983.0,4.3085,1.5664,46.458,104.29,1.3956,35.81,32.428000000000004,22419.0,1.3996,77.62,6.3705,7.7497,,66.449,120.4,1179.1,140.0,1983.0,4.3085,1.5731,46.7,104.31,1.4015,35.91,32.54,22497.0
2015-09-17,1.3940000000000001,77.855,6.3660000000000005,7.75,,66.071,120.0,1166.89,140.505,1991.0,4.2535,1.5749,46.483999999999995,104.43,1.3982,35.76,32.385,22508.5,1.4018,77.885,6.3721,7.7511,,66.301,121.02,1173.5,141.115,1996.0,4.2815,1.5861,46.626999999999995,104.44,1.4022,35.92,32.474000000000004,22530.5,1.3734,77.52,6.3645,7.7493,,66.066,119.77,1158.43,140.0,1990.0,4.2335,1.5501,46.3,104.3,1.3879,35.56,32.22,22470.0,1.3893,77.73,6.3721,7.7497,,66.194,120.54,1170.12,140.25,1990.0,4.2815,1.5694,46.55,104.35,1.3962,35.85,32.46,22505.0
2015-09-18,1.391,77.875,6.3643,7.75,,65.868,120.0,1173.04,140.555,1990.5,4.2105,1.5634,46.485,104.4,1.3998,35.65,32.314,22509.5,1.3963,77.885,6.3665,7.7508,,66.26,120.3,1173.59,140.675,1996.5,4.2545,1.5767,46.585,104.45,1.4017,35.86,32.495,22531.5,1.3727,77.52,6.3595,7.7492,,65.67,119.03,1160.76,139.8,1990.5,4.2045,1.5482,46.243,104.3,1.3881,35.46,32.169000000000004,22419.0,1.3931,77.73,6.3665,7.7494,,66.117,119.98,1166.34,139.8,1994.5,4.2445,1.5726,46.4,104.33,1.3977,35.76,32.405,22470.0
2015-09-21,1.4023,77.875,6.3691,7.75,,65.691,120.55,1178.45,140.875,1992.5,4.2685,1.5825,46.525,104.445,1.4095,35.83,32.666,22510.5,1.4045,77.885,6.3708,7.7507,,65.95,120.67,1181.29,140.945,1994.5,4.2685,1.5883,46.585,104.455,1.4122,35.87,32.675,22542.5,1.3879,77.73,6.3638,7.7493,,65.62,119.71,1170.9,139.8,1988.5,4.2095,1.5579,46.42,104.3,1.3993,35.62,32.305,22440.0,1.391,77.73,6.3655,7.7495,,65.869,119.79,1173.58,140.3,1992.5,4.2095,1.561,46.44,104.34,1.3995,35.67,32.305,22473.0
2015-09-22,1.4103,77.865,6.376,7.7499,,65.91,120.15,1185.56,140.955,1992.5,4.296,1.5886,46.647,104.44,1.4165,36.07,32.919000000000004,22520.0,1.4175,77.875,6.377000000000001,7.7506,,65.97,120.64,1188.71,140.975,1995.5,4.296,1.5958,46.7,104.44,1.4204,36.15,32.95,22522.0,1.3959,77.7,6.369,7.7492,,65.56,119.68,1174.8,140.1,1990.5,4.262,1.5778,46.45,104.29,1.4087,35.8,32.556,22440.0,1.4015,77.75,6.37,7.7494,,65.71,120.56,1178.45,140.7,1992.5,4.2669999999999995,1.581,46.45,104.35,1.4096,35.81,32.671,22470.0
2015-09-23,1.4279,77.845,6.3837,7.75,,66.184,120.3,1194.94,141.005,1993.5,4.3465,1.5938,46.955,104.51,1.4259,36.23,32.997,22524.5,1.4316,77.885,6.3843,7.7506,,66.186,120.56,1196.05,141.025,1997.5,4.3515,1.6049,46.965,104.53,1.4284,36.26,32.997,22526.5,1.4088,77.7,6.3751,7.7492,,65.828,119.61,1183.52,140.5,1991.5,4.2955,1.5848,46.55,104.3,1.4156,36.02,32.66,22450.0,1.4096,77.74,6.3756,7.7493,,65.91,120.12,1185.56,140.5,1992.5,4.2955,1.5878,46.55,104.35,1.4163,36.05,32.914,22473.0
2015-09-24,1.4235,77.875,6.3833,7.7504,,66.11,120.08,1191.14,140.665,1984.5,4.3465,1.5732,46.975,104.45,1.4219,36.25,33.105,22490.0,1.4415,77.875,6.3845,7.7513,,66.38,120.41,1200.9,141.375,2006.5,4.3465,1.5973,47.065,104.57,1.4302,36.38,33.295,22494.0,1.4188,77.31,6.3765,7.7492,,66.04,119.21,1188.99,140.17,1984.5,4.3465,1.5676,46.77,104.3,1.4208,36.16,32.86,22450.0,1.4276,77.72,6.3813,7.7494,,66.175,120.25,1195.02,140.88,2004.5,4.3465,1.5921,46.85,104.4,1.4253,36.21,32.91,22450.0
2015-09-25,1.4238,77.855,6.3741,7.7506,,66.17,120.58,1193.07,141.0,1982.0,4.3875,1.5659,46.765,104.4,1.4253,36.17,33.121,22519.0,1.4332,77.875,6.3826,7.7508,,66.242,121.26,1199.6,141.06,2009.0,4.3925,1.5859999999999999,46.963,104.52,1.4275,36.31,33.131,22542.0,1.419,77.72,6.3719,7.7492,,66.07,119.99,1188.94,140.5,1982.0,4.3465,1.5635,46.68,104.25,1.4208,36.1,32.945,22450.0,1.4227,77.75,6.3826,7.7504,,66.108,120.06,1191.55,140.5,2006.0,4.3475,1.5716,46.83,104.3,1.4214,36.23,33.118,22494.0
2015-09-28,1.4307,77.875,6.3688,7.7503,,66.267,119.92,1196.04,141.05,1994.5,4.4275,1.58,46.845,104.5,1.4283,36.36,33.154,22524.0,1.4328,77.875,6.3727,7.7512,,66.274,120.59,1197.05,141.44,1995.5,4.4275,1.5817,46.905,104.56,1.4302,36.4,33.246,22540.0,1.4203,77.71,6.3652,7.7491,,66.02,119.67,1192.5,140.4,1982.5,4.3865,1.561,46.74,104.4,1.4240000000000002,36.12,33.071,22440.0,1.4237,77.73,6.3727,7.7498,,66.16,120.51,1193.45,140.9,1989.5,4.3865,1.5674,46.74,104.42,1.4251,36.17,33.116,22489.0
2015-09-29,1.4314,77.775,6.3636,7.7504,,65.837,119.73,1196.02,141.07,1994.0,4.459,1.5757,46.815,104.455,1.4281,36.42,33.04,22517.5,1.4421,77.875,6.3702,7.7508,,66.441,120.17,1199.67,141.45,1999.0,4.48,1.5914,47.005,104.545,1.4338,36.51,33.315,22548.5,1.4229,77.64,6.3615,7.7492,,65.836,119.22,1193.96,140.7,1994.0,4.433,1.5630000000000002,46.761,104.3,1.4265,36.33,33.009,22449.0,1.43,77.75,6.3702,7.7495,,66.413,119.91,1195.69,140.7,1997.0,4.433,1.58,46.9,104.47,1.4279,36.35,33.154,22495.0
2015-09-30,1.4246,77.875,6.3571,7.7501,,65.517,119.86,1185.29,141.0,1985.0,4.3975,1.5637,46.725,104.475,1.4225,36.37,32.993,22519.0,1.4321,77.875,6.3651,7.7508,,65.955,120.38,1197.45,141.41,2007.0,4.463,1.5773,46.925,104.575,1.4285,36.46,33.085,22530.0,1.4201,77.65,6.351,7.7494,,65.48,119.54,1180.7,140.89,1985.0,4.3835,1.5601,46.66,104.3,1.4205,36.24,32.8,22450.0,1.4306,77.65,6.3651,7.75,,65.836,119.72,1195.4,140.9,2007.0,4.4535,1.5753,46.836000000000006,104.3,1.4277,36.43,33.03,22482.0
2015-10-01,1.4227,77.855,6.356,7.7504,,65.631,119.94,1178.71,141.0,1985.5,4.4075,1.5629,46.745,104.5,1.4307,36.5,32.8,22519.0,1.4294,77.875,6.356,7.7506,,65.68,120.3,1185.9,141.36,2006.5,4.423,1.5666,46.79,104.52,1.4311,36.54,32.92,22524.0,1.4106,77.72,6.356,7.7494,,65.49,119.48,1174.97,140.89,1985.5,4.3835,1.5494,46.63,104.4,1.4207,36.3,32.65,22450.0,1.4237,77.75,6.356,7.75,,65.524,119.85,1185.28,141.25,2006.5,4.3985,1.5632,46.72,104.42,1.4221,36.34,32.92,22475.0
2015-10-02,1.4188,77.875,6.356,7.75,,65.36399999999999,119.91,1173.1,141.25,1997.0,4.414,1.5515,46.555,104.45,1.4326,36.42,32.725,22477.5,1.4284,77.875,6.356,7.7509,,65.7,120.42,1185.7,141.4,1997.0,4.4535,1.5686,46.86,104.6,1.4366,36.67,33.004,22485.5,1.4140000000000001,77.72,6.356,7.7493,,65.358,118.67,1172.58,140.89,1992.0,4.404,1.548,46.53,104.3,1.4283,36.37,32.705,22450.0,1.4219,77.72,6.356,7.75,,65.623,119.92,1178.89,140.89,1992.0,4.4145,1.5613,46.761,104.42,1.4303,36.48,32.801,22471.0
2015-10-05,1.4117,77.875,6.356,7.75,,65.134,120.46,1161.01,141.25,1993.0,4.3825,1.5409,46.485,104.575,1.4206,36.26,32.468,22477.0,1.4203,77.875,6.356,7.7513,,65.34,120.56,1175.6,141.3,1998.0,4.412,1.5539,46.675,104.585,1.433,36.48,32.87,22483.0,1.4055,77.74,6.356,7.7493,,65.047,119.85,1159.2,140.9,1993.0,4.374,1.5302,46.325,104.45,1.4177,36.21,32.461999999999996,22450.0,1.4188,77.75,6.356,7.7494,,65.155,119.97,1172.85,141.25,1995.0,4.4015,1.5518,46.54,104.45,1.4315,36.44,32.732,22477.0
2015-10-06,1.3955,77.825,6.356,7.75,,65.12899999999999,120.25,1161.58,140.655,1990.0,4.3745,1.5284,46.435,104.55,1.4187,36.235,32.594,22519.0,1.4148,77.875,6.356,7.7509,,65.44,120.58,1170.05,141.575,2001.0,4.3845,1.5448,46.51,104.58,1.4284,36.405,32.78,22522.0,1.3928,77.36,6.356,7.7493,,65.128,120.08,1160.69,140.18,1990.0,4.3505,1.5242,46.29,104.35,1.4180000000000001,36.2,32.466,22430.0,1.411,77.75,6.356,7.7494,,65.145,120.46,1161.23,140.89,1996.0,4.3775,1.5401,46.36,104.42,1.4202,36.26,32.466,22471.0
2015-10-07,1.3874,77.45,6.356,7.75,,64.907,120.02,1158.81,141.0,1984.5,4.22,1.5129,46.012,104.525,1.4123,35.89,32.475,22519.0,1.399,78.18,6.356,7.7508,,65.37,120.36,1168.9,141.02,2007.5,4.37,1.5303,46.45,104.545,1.4247,36.34,32.76,22523.0,1.3814,76.97,6.356,7.7493,,64.815,119.72,1151.51,140.2,1984.5,4.165,1.5033,45.924,104.4,1.4063,35.77,32.323,22390.0,1.3953,77.7,6.356,7.7493,,65.127,120.2,1161.57,140.4,2005.5,4.37,1.5279,46.28,104.43,1.4183,36.24,32.595,22418.0
2015-10-08,1.3774,77.755,6.3535,7.75,,64.819,119.94,1152.98,141.0,1993.5,4.2355,1.4998,46.075,104.55,1.4045,35.78,32.37,22216.0,1.3961,77.915,6.356,7.7506,,65.188,120.12,1163.5,141.03,1998.5,4.2515,1.5192,46.225,104.56,1.4145,36.1,32.695,22452.0,1.3746,77.63,6.3476,7.7492,,64.816,119.6,1152.05,140.1,1993.5,4.1825,1.4919,45.98,104.37,1.4029,35.74,32.345,22174.0,1.3866,77.67,6.356,7.7494,,64.935,120.0,1159.68,140.3,1997.5,4.2195,1.5113,45.98,104.4,1.4114,35.89,32.46,22305.0
2015-10-09,1.3633,77.775,6.3453,7.75,,64.78,120.28,1148.05,141.0,1993.5,4.14,1.4943,45.685,104.465,1.3956,35.54,32.288000000000004,22238.5,1.3803,77.865,6.3532,7.7506,,65.00399999999999,120.38,1153.31,141.02,1998.5,4.234,1.5027,46.015,104.485,1.4059,35.84,32.385,22250.5,1.3607,77.63,6.3432,7.7494,,64.689,119.82,1140.07,139.9,1993.5,4.09,1.4869999999999999,45.62,104.3,1.3921,35.46,32.129,22100.0,1.3763,77.63,6.3532,7.7495,,64.817,119.93,1152.85,140.1,1997.5,4.234,1.4984,45.95,104.34,1.4043,35.76,32.364000000000004,22160.0
2015-10-12,1.3583,77.755,6.3229999999999995,7.75,,64.795,120.03,1144.16,140.35,1997.0,4.1405,1.4886,45.693999999999996,104.425,1.399,35.35,32.33,22355.0,1.3693,77.775,6.3376,7.7509,,64.89,120.28,1150.8,140.45,1997.0,4.1845,1.499,45.97,104.445,1.403,35.63,32.483000000000004,22390.0,1.3537,77.63,6.3195,7.7494,,64.7,119.86,1140.34,139.9,1992.0,4.1345,1.4826,45.66,104.4,1.3935,35.31,32.228,22100.0,1.3637,77.65,6.337000000000001,7.7495,,64.779,120.24,1147.9,140.1,1996.0,4.1445,1.4925,45.66,104.4,1.3942,35.53,32.283,22100.0
2015-10-13,1.3805,77.875,6.3423,7.7501,,65.098,119.75,1150.29,141.0,1993.5,4.1815,1.5056,46.035,104.55,1.4024,35.65,32.525999999999996,22410.0,1.3807,77.885,6.3423,7.7504,,65.192,120.08,1152.85,141.03,1998.5,4.1945,1.5118,46.13,104.57,1.4040000000000001,35.69,32.556,22426.0,1.3572,77.63,6.3216,7.7494,,64.78,119.53,1143.77,139.9,1993.5,4.1485,1.4863,45.72,104.35,1.3975,35.32,32.26,22380.0,1.3581,77.63,6.3216,7.7495,,64.797,120.04,1144.16,140.3,1995.5,4.1485,1.4874,45.73,104.37,1.3987,35.35,32.26,22395.0
2015-10-14,1.3699,77.845,6.3477,7.7501,,64.736,118.83,1137.01,141.0,1993.5,4.1815,1.473,45.905,104.45,1.3786,35.33,32.325,22395.0,1.3897,77.875,6.3497,7.7504,,65.185,119.81,1155.6,141.0,1995.5,4.1815,1.5114,46.195,104.53,1.4040000000000001,35.68,32.63,22415.0,1.3657,77.72,6.3425,7.7494,,64.73,118.62,1135.54,139.9,1991.5,4.1815,1.4663,45.83,104.3,1.376,35.24,32.28,22370.0,1.3797,77.75,6.3435,7.7495,,65.112,119.73,1150.29,140.0,1993.5,4.1815,1.5044,46.11,104.38,1.4016,35.63,32.525,22395.0
2015-10-15,1.3645,77.83,6.3462,7.75,,64.779,118.89,1123.04,141.02,1994.5,4.1225,1.4596,45.83,104.55,1.3776,35.18,31.955,22395.0,1.3765,77.84,6.3484,7.7506,,64.921,119.18,1140.0,141.1,1996.5,4.1825,1.4746,45.998000000000005,104.58,1.3829,35.34,32.38,22399.0,1.3572,77.72,6.3399,7.7494,,64.68,118.04,1121.24,140.2,1990.5,4.0965,1.4493,45.7,104.3,1.3721,35.11,31.878,22300.0,1.3691,77.74,6.3483,7.75,,64.735,118.81,1137.01,140.86,1992.5,4.1825,1.4721,45.968,104.44,1.3784,35.33,32.32,22388.0
2015-10-16,1.3771,77.875,6.3525,7.75,,64.703,119.44,1131.44,141.02,1994.5,4.175,1.4680000000000002,45.995,104.435,1.3838,35.265,32.213,22281.0,1.3801,77.875,6.3593,7.7506,,65.03,119.69,1133.53,141.16,1994.5,4.187,1.4745,46.08,104.515,1.3857,35.365,32.375,22365.0,1.3617,77.73,6.3458,7.7494,,64.639,118.8,1122.68,140.5,1990.5,4.13,1.452,45.78,104.25,1.3752,35.13,31.88,22236.0,1.3635,77.75,6.346,7.7495,,64.78,118.88,1123.13,140.9,1990.5,4.13,1.4582,45.812,104.3,1.3769,35.16,31.951999999999998,22320.0
2015-10-19,1.3791,77.875,6.3601,7.7502,,64.919,119.5,1132.06,141.02,1994.5,4.2095,1.4722,46.225,104.55,1.3886,35.43,32.486,22395.0,1.3816,77.875,6.3665,7.7503,,64.937,119.58,1133.6,141.11,1994.5,4.2225,1.4752,46.25,104.56,1.3897,35.52,32.489000000000004,22397.0,1.3678,77.73,6.355,7.7494,,64.681,119.12,1119.58,140.5,1990.5,4.1745,1.4646,45.985,104.3,1.381,35.21,32.165,22270.0,1.3772,77.73,6.356,7.7495,,64.703,119.47,1131.72,140.8,1990.5,4.1745,1.4667,46.0,104.37,1.3837,35.27,32.165,22275.0
2015-10-20,1.3773,77.855,6.3484,7.75,,65.024,119.84,1131.49,141.02,1994.5,4.2647,1.4809,46.376999999999995,104.44,1.3907,35.42,32.354,22395.0,1.3811,77.885,6.3688,7.7507,,65.07,119.98,1135.9,141.16,1994.5,4.2848,1.485,46.483000000000004,104.5,1.393,35.52,32.488,22401.0,1.3693,77.72,6.3427,7.7495,,64.86,119.38,1126.85,140.5,1990.5,4.2148,1.4599,46.1,104.3,1.3865,35.35,32.28,22290.0,1.3791,77.75,6.3604,7.7501,,64.92,119.47,1132.06,140.5,1991.5,4.2148,1.4717,46.13,104.3,1.3882,35.45,32.42,22320.0
2015-10-21,1.3868,77.875,6.3493,7.7506,,65.146,119.95,1140.07,141.05,1994.5,4.28,1.4911,46.45,104.465,1.3947,35.67,32.47,22395.0,1.3889,77.925,6.3503,7.7513,,65.23,120.11,1141.97,141.12,1994.5,4.309,1.494,46.556000000000004,104.475,1.395,35.71,32.554,22399.0,1.374,77.73,6.3407,7.7495,,65.0,119.73,1128.6,140.5,1990.5,4.275,1.4789,46.26,104.3,1.3882,35.31,32.298,22280.0,1.3767,77.73,6.3441,7.7495,,65.024,119.83,1131.48,140.8,1991.5,4.275,1.4799,46.27,104.4,1.3904,35.42,32.358000000000004,22296.0
2015-10-22,1.3874,77.875,6.358,7.7501,,64.86,120.69,1130.36,141.075,1994.5,4.2845,1.4721,46.36,104.525,1.3944,35.58,32.442,22285.0,1.3926,77.885,6.358,7.7511,,65.173,120.79,1142.12,141.145,1994.5,4.3015,1.4932,46.675,104.585,1.3971,35.69,32.53,22309.0,1.3808,77.72,6.3453,7.7495,,64.85300000000001,119.59,1129.64,140.5,1990.5,4.2725,1.4656,46.3,104.35,1.3903,35.51,32.341,22270.0,1.3858,77.75,6.3456,7.7499,,65.133,119.9,1140.03,140.5,1991.5,4.2845,1.4903,46.51,104.35,1.3940000000000001,35.67,32.445,22295.0
2015-10-23,1.386,77.875,6.3491,7.75,,64.892,121.47,1136.01,141.02,1994.5,4.2285,1.4808,46.625,104.55,1.3979,35.55,32.479,22395.0,1.3897,77.875,6.3613,7.7507,,65.06,121.5,1137.96,141.25,1994.5,4.2815,1.4862,46.685,104.57,1.3985,35.63,32.519,22399.0,1.3697,77.73,6.3477,7.7494,,64.7,120.21,1123.15,140.5,1990.5,4.2065,1.4558,46.38,104.39,1.383,35.34,32.245,22260.0,1.3866,77.75,6.358,7.7495,,64.869,120.69,1130.35,141.0,1991.5,4.2815,1.4717,46.485,104.4,1.3936,35.56,32.44,22302.0
