,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open
Currency,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-07,1.3179,80.16,6.9025,7.7642,13347.0,66.625,113.98,1150.67,151.41,2476.5,4.447,1.4380000000000002,50.333999999999996,104.8,1.4111,35.12,30.885,22805.0,1.3205,80.27,6.9071,7.7659,13351.0,66.7,114.17,1158.11,152.06,2478.5,4.4525,1.4396,50.426,104.94,1.4135,35.16,31.03,22810.0,1.3103,80.16,6.8987,7.7634,13339.0,66.595,113.72,1146.19,151.36,2467.5,4.446000000000001,1.4257,50.222,104.77,1.4084,35.04,30.82,22765.0,1.3198,80.24,6.8994,7.7642,13339.0,66.68,113.89,1155.15,151.36,2471.5,4.45,1.4307,50.41,104.94,1.4119,35.07,31.006999999999998,22805.0
2017-03-08,1.3285,80.265,6.9131,7.7661,13350.0,66.765,114.35,1155.19,151.29,2473.5,4.4545,1.4461,50.325,104.805,1.4183,35.31,30.925,22800.0,1.3289,80.295,6.9132,7.7679,13353.0,66.77,114.77,1156.88,151.89,2479.5,4.4545,1.4484,50.505,104.825,1.4186,35.36,31.051,22805.0,1.3136,79.875,6.9002,7.7637,13338.0,66.63,113.61,1143.67,151.29,2473.5,4.4475,1.4327,50.221000000000004,104.755,1.4087,35.09,30.79,22755.0,1.3176,80.265,6.9009,7.7642,13350.0,66.633,113.99,1151.08,151.74,2479.5,4.4475,1.4380000000000002,50.294,104.775,1.4111,35.14,30.954,22798.0
2017-03-09,1.3323,80.2,6.9113,7.7644,13386.5,66.69,114.94,1160.1,151.475,2471.5,4.4605,1.449,50.333999999999996,104.815,1.4205,35.38,31.023000000000003,22802.5,1.3351,80.51,6.9226,7.7679,13386.5,66.875,115.03,1161.45,151.775,2476.5,4.4605,1.4517,50.49,104.955,1.4222,35.43,31.148000000000003,22817.5,1.3267,79.93,6.9085,7.7638,13366.5,66.665,114.33,1153.1,151.125,2468.5,4.4565,1.4451,50.208,104.805,1.4167,35.28,30.873,22772.5,1.3284,80.47,6.9129,7.766,13366.5,66.837,114.38,1154.8,151.125,2476.5,4.4565,1.446,50.328,104.805,1.4181,35.3,30.895,22817.5
2017-03-10,1.3259,80.225,6.9095,7.7645,13379.0,66.555,114.75,1148.81,151.46,2469.0,4.4515,1.4446,50.25899999999999,104.815,1.4122,35.32,31.075,22800.0,1.3338,80.265,6.9217,7.7668,13396.0,66.745,115.51,1162.03,151.78,2474.0,4.4605,1.4517,50.408,104.965,1.4224,35.45,31.195,22852.0,1.3230000000000002,80.105,6.9079999999999995,7.7637,13379.0,66.555,114.63,1148.19,151.43,2469.0,4.4495,1.439,50.119,104.815,1.4109,35.3,30.991999999999997,22752.0,1.3324,80.105,6.9147,7.7645,13386.0,66.745,114.94,1160.09,151.68,2473.0,4.4605,1.4492,50.408,104.945,1.4207,35.37,31.061,22835.0
2017-03-13,1.3209,80.275,6.9145,7.7645,13356.0,66.18,114.88,1147.99,151.495,2457.5,4.4465,1.4444,50.324,104.8,1.4143,35.29,30.933000000000003,22805.0,1.3277,80.305,6.9146,7.766,13366.0,66.19,114.93,1153.01,151.775,2460.5,4.4505,1.4474,50.379,104.93,1.4152,35.37,31.059,22837.0,1.3169,80.145,6.906000000000001,7.7636,13351.0,66.15,114.47,1144.15,151.395,2457.5,4.444,1.4393,50.211000000000006,104.74,1.409,35.24,30.875,22765.0,1.3262,80.225,6.907,7.7644,13351.0,66.15,114.81,1149.12,151.445,2460.5,4.4495,1.4453,50.281000000000006,104.93,1.4121,35.33,30.991,22765.0
2017-03-14,1.3229,80.295,6.915,7.7675,13371.5,65.775,114.75,1149.97,151.85,2457.0,4.4495,1.4452,50.358999999999995,104.8,1.4156,35.31,30.963,22805.0,1.3265,80.395,6.9225,7.771,13373.5,66.265,115.2,1151.2,151.85,2459.0,4.4515,1.4509999999999998,50.41,104.91,1.4163,35.37,31.013,22809.0,1.3189,80.275,6.9131,7.7642,13356.5,65.75,114.5,1145.35,151.65,2455.0,4.446000000000001,1.4404,50.254,104.8,1.4129,35.27,30.865,22775.0,1.321,80.275,6.9136,7.7642,13356.5,66.225,114.88,1147.59,151.85,2459.0,4.4465,1.4441,50.333999999999996,104.8,1.4140000000000001,35.29,30.933000000000003,22795.0
2017-03-15,1.2971,80.21,6.9147,7.7657,13365.0,65.63,113.38,1128.62,152.035,2453.0,4.448,1.4194,50.105,104.75,1.4013,35.07,30.500999999999998,22827.5,1.3239,80.54,6.9173,7.7706,13380.0,65.79,114.91,1150.84,152.185,2459.0,4.452,1.4459,50.417,104.92,1.4161,35.35,30.971,22827.5,1.2949,80.17,6.9105,7.7652,13365.0,65.42,113.18,1127.6,151.835,2453.0,4.447,1.4180000000000001,50.075,104.75,1.4006,35.03,30.44,22782.5,1.3230000000000002,80.34,6.9106,7.7679,13365.0,65.77,114.75,1149.97,152.185,2459.0,4.447,1.4451,50.376999999999995,104.86,1.4155,35.32,30.948,22812.5
2017-03-16,1.3025,79.645,6.898,7.7637,13348.5,65.385,113.31,1128.82,152.1,2454.5,4.4395,1.4312,50.13,104.75,1.4013,34.92,30.504,22780.0,1.3049,80.385,6.9162,7.7672,13353.5,65.535,113.56,1134.7,152.95,2459.5,4.4425,1.4351,50.255,104.92,1.4069,35.13,30.689,22830.0,1.2953,79.535,6.891,7.7594,13323.5,65.255,112.91,1125.86,151.9,2452.5,4.4295,1.4178,50.005,104.75,1.4008,34.85,30.463,22730.0,1.2968,80.355,6.9162,7.7653,13323.5,65.405,113.36,1128.62,152.4,2459.5,4.4425,1.4184,50.081,104.77,1.4018,35.08,30.521,22740.0
2017-03-17,1.2981,80.265,6.9034,7.7618,13345.0,65.475,112.72,1129.04,152.325,2451.5,4.4355,1.4252,50.208999999999996,104.8,1.4021,34.84,30.533,22783.5,1.3061,80.325,6.9110000000000005,7.7656,13356.0,65.675,113.5,1134.14,152.575,2458.5,4.4445,1.4346,50.266999999999996,104.91,1.4041,35.0,30.705,22821.5,1.2961,79.645,6.8984,7.76,13323.0,65.405,112.55,1127.39,151.825,2449.5,4.4325,1.422,50.038000000000004,104.75,1.3999,34.81,30.496,22731.5,1.3037,79.645,6.8984,7.7641,13333.0,65.485,113.31,1128.82,152.375,2458.5,4.4355,1.4313,50.126999999999995,104.91,1.4013,34.92,30.668000000000003,22781.5
2017-03-20,1.2936,80.245,6.9085,7.7656,13313.5,65.345,112.56,1114.52,152.025,2456.5,4.4265,1.4174,50.078,104.835,1.3967,34.66,30.383000000000003,22792.5,1.3009,80.275,6.9112,7.7671,13336.5,65.495,112.89,1131.31,152.345,2460.5,4.4365,1.4271,50.203,104.945,1.4023,34.88,30.594,22822.5,1.2901,79.925,6.9035,7.7603,13306.5,65.315,112.44,1112.59,151.445,2449.5,4.4245,1.4132,50.041000000000004,104.825,1.3953,34.6,30.348000000000003,22762.5,1.2975,80.265,6.9049,7.7611,13331.5,65.425,112.69,1129.05,151.945,2460.5,4.4325,1.4241,50.141999999999996,104.945,1.402,34.85,30.523000000000003,22792.5
2017-03-21,1.3002,80.205,6.8869,7.7659,13319.0,65.345,111.72,1123.03,151.75,2455.0,4.4255,1.4201,50.178999999999995,104.85,1.3995,34.73,30.511,22782.5,1.3015,80.365,6.9113,7.7671,13324.0,65.475,112.88,1124.31,152.05,2459.0,4.4305,1.4224,50.248999999999995,104.85,1.4004,34.79,30.549,22796.5,1.2898,80.205,6.8869,7.7645,13296.0,65.234,111.55,1114.09,151.65,2455.0,4.4215,1.4101,50.013999999999996,104.85,1.395,34.61,30.355,22752.5,1.2930000000000001,80.245,6.9089,7.7653,13301.0,65.42399999999999,112.55,1114.51,151.75,2459.0,4.4225,1.4175,50.108999999999995,104.85,1.3968,34.65,30.546,22783.5
2017-03-22,1.3025,79.825,6.8828,7.766,13329.0,65.455,111.16,1117.28,151.755,2455.5,4.4275,1.4197,50.309,104.75,1.3978,34.54,30.495,22774.0,1.3093,80.355,6.8959,7.7683,13339.0,65.59,111.81,1127.6,152.055,2460.5,4.4345,1.4258,50.406000000000006,104.95,1.4032,34.8,30.576999999999998,22776.0,1.3,79.675,6.8828,7.765,13316.0,65.395,110.72,1116.59,151.445,2452.5,4.4225,1.4135,50.081,104.74,1.3969999999999998,34.52,30.410999999999998,22750.0,1.3005,80.205,6.8873,7.7656,13326.0,65.585,111.7,1123.03,152.025,2456.5,4.4295,1.4204,50.169,104.84,1.3998,34.72,30.491999999999997,22772.0
2017-03-23,1.311,80.28,6.8861,7.7669,13324.5,65.455,110.94,1122.68,151.895,2456.5,4.428999999999999,1.4227,50.413999999999994,104.765,1.3994,34.59,30.476999999999997,22795.0,1.3119,80.39,6.8949,7.7683,13331.5,65.58800000000001,111.58,1124.64,152.045,2459.5,4.431,1.4237,50.46,104.765,1.4013,34.71,30.554000000000002,22805.0,1.3015,79.8,6.8849,7.7652,13320.5,65.4,110.61,1116.79,151.645,2455.5,4.422,1.4169999999999998,50.242,104.665,1.3973,34.53,30.421,22745.0,1.3026,79.87,6.8879,7.766,13325.5,65.425,111.17,1117.28,151.695,2457.5,4.425,1.4196,50.31399999999999,104.665,1.3980000000000001,34.55,30.504,22778.0
2017-03-24,1.3119999999999998,80.325,6.8837,7.7664,13326.5,65.425,111.34,1117.56,151.75,2459.5,4.4255,1.4227,50.206,104.75,1.3989,34.57,30.369,22787.5,1.3151,80.455,6.8998,7.7688,13335.5,65.545,111.5,1125.61,152.2,2459.5,4.4325,1.43,50.408,104.89,1.4022,34.71,30.523000000000003,22792.5,1.3082,80.305,6.8837,7.7664,13320.5,65.385,110.61,1113.49,151.75,2455.5,4.4245,1.4194,50.148999999999994,104.65,1.3954,34.5,30.284000000000002,22732.5,1.3112,80.315,6.8877,7.7674,13320.5,65.505,110.94,1122.68,151.75,2457.5,4.4275,1.4229,50.309,104.89,1.3995,34.59,30.474,22732.5
2017-03-27,1.3127,80.285,6.8728,7.7672,13310.5,64.995,110.66,1111.32,151.885,2456.0,4.4110000000000005,1.4192,50.107,104.765,1.3935,34.375,30.245,22774.0,1.3149,80.375,6.882999999999999,7.7691,13319.5,65.295,111.27,1117.58,152.235,2457.0,4.427,1.4284,50.27,104.915,1.3994,34.615,30.404,22786.0,1.3072,79.915,6.8677,7.7661,13301.5,64.98,110.1,1106.64,151.835,2454.0,4.407,1.4146,50.033,104.765,1.3904,34.315,29.986,22751.0,1.3121,80.365,6.882999999999999,7.7668,13301.5,65.295,111.23,1117.14,152.085,2456.0,4.422,1.4229,50.213,104.915,1.3994,34.545,30.37,22774.0
2017-03-28,1.3099,80.325,6.8802,7.7682,13310.5,65.045,111.16,1116.41,151.97,2454.5,4.416,1.4257,50.202,104.81,1.3980000000000001,34.45,30.264,22775.0,1.318,80.355,6.8892,7.7684,13310.5,65.135,111.22,1117.15,152.14,2457.5,4.418,1.4273,50.231,104.91,1.3982,34.47,30.279,22780.0,1.3058,80.245,6.8707,7.7665,13310.5,65.04,110.19,1110.89,151.84,2454.5,4.412,1.4182,50.074,104.81,1.3914,34.34,30.105,22735.0,1.3127,80.315,6.871,7.7672,13310.5,65.11,110.69,1111.32,152.04,2457.5,4.412,1.4192,50.141999999999996,104.91,1.3935,34.37,30.256999999999998,22778.0
2017-03-29,1.3038,80.325,6.89,7.7691,13313.5,64.875,111.05,1111.47,152.105,2454.0,4.419,1.4219,50.203,104.81,1.3943,34.415,30.177,22774.0,1.3108,80.595,6.896,7.7702,13333.5,65.125,111.33,1117.31,152.355,2458.0,4.425,1.4304,50.316,104.95,1.3991,34.555,30.316,22775.0,1.3026,80.245,6.88,7.7675,13306.5,64.865,110.7,1110.8,151.905,2454.0,4.417,1.42,50.105,104.81,1.3934,34.355,30.125,22731.0,1.3101,80.325,6.88,7.7684,13311.5,65.125,111.14,1116.41,152.155,2456.0,4.42,1.4259,50.185,104.95,1.3980000000000001,34.435,30.2,22774.0
2017-03-30,1.3088,80.245,6.8894,7.7697,13316.0,64.86,111.92,1118.6,152.12,2453.0,4.4205,1.4296,50.2,104.81,1.3982,34.45,30.313000000000002,22770.0,1.3091,80.515,6.8974,7.7725,13328.0,64.99,111.97,1119.81,152.39,2457.0,4.4215,1.4304,50.272,104.84,1.3983,34.52,30.348000000000003,22778.0,1.3015,79.795,6.8894,7.768,13303.0,64.85,110.94,1110.19,152.01,2453.0,4.4165,1.419,50.093999999999994,104.74,1.3928,34.39,30.175,22725.0,1.3039,80.515,6.8903,7.769,13308.0,64.85,111.06,1111.47,152.21,2457.0,4.4165,1.4219,50.203,104.84,1.3941,34.41,30.279,22778.0
2017-03-31,1.3109,80.325,6.8871,7.771,13325.5,64.86,111.39,1117.65,152.135,2452.0,4.4255,1.4271,50.178999999999995,104.81,1.3969999999999998,34.35,30.33,22755.0,1.3117,80.805,6.9064,7.772,13327.5,64.99,112.2,1122.68,152.445,2456.0,4.4265,1.4338,50.332,104.91,1.4,34.52,30.436,22773.0,1.3042,80.045,6.8867,7.7684,13312.5,64.8,111.22,1116.14,152.015,2448.0,4.421,1.4245,50.11,104.8,1.3955,34.29,30.275,22725.0,1.3087,80.805,6.8909,7.7694,13317.5,64.93,111.92,1118.6,152.315,2456.0,4.421,1.4303,50.18899999999999,104.91,1.3981,34.44,30.322,22773.0
2017-04-03,1.315,80.375,6.8871,7.7716,13322.5,64.985,110.89,1117.28,151.945,2442.5,4.4275,1.4257,50.191,104.81,1.3973,34.37,30.386,22735.0,1.318,80.425,6.8871,7.7725,13327.5,65.11,111.61,1119.54,152.345,2449.5,4.4275,1.4316,50.251999999999995,104.92,1.3988,34.41,30.434,22789.0,1.3088,80.215,6.8871,7.7702,13317.5,64.785,110.84,1112.27,151.895,2442.5,4.4195,1.4237,50.096000000000004,104.76,1.3951,34.24,30.296999999999997,22705.0,1.3116,80.325,6.8871,7.771,13317.5,64.825,111.41,1116.9,152.095,2449.5,4.4245,1.4257,50.193000000000005,104.92,1.3982,34.33,30.336,22765.0
2017-04-04,1.3218,80.31,6.8871,7.7708,13328.0,65.08,110.75,1125.1,151.85,2440.0,4.4315,1.4341,50.191,104.8,1.3983,34.46,30.476999999999997,22695.0,1.3256,80.47,6.8871,7.7718,13330.0,65.15,110.97,1127.22,152.16,2445.0,4.4315,1.4349,50.303000000000004,104.85,1.4013,34.51,30.611,22775.0,1.3129,80.23,6.8871,7.7695,13319.0,65.07,110.27,1116.8,151.85,2440.0,4.4245,1.4239,50.123000000000005,104.8,1.3957,34.34,30.34,22677.0,1.3146,80.42,6.8871,7.7714,13326.0,65.15,110.89,1117.28,151.96,2443.0,4.4245,1.4257,50.148,104.85,1.3971,34.35,30.409000000000002,22775.0
2017-04-05,1.321,80.445,6.8948,7.7688,13321.0,64.875,110.7,1128.28,151.775,2437.0,4.431,1.436,50.169,104.7,1.401,34.54,30.39,22690.0,1.3233,80.565,6.899,7.7717,13331.0,65.175,111.47,1129.15,151.925,2438.0,4.4325,1.4409,50.263000000000005,104.75,1.4026,34.6,30.495,22730.0,1.3179,79.805,6.886,7.7687,13316.0,64.875,110.53,1121.97,151.675,2433.0,4.4275,1.4314,50.121,104.7,1.3972,34.42,30.316,22670.0,1.3224,80.345,6.886,7.7709,13326.0,65.075,110.77,1125.1,151.675,2435.0,4.4295,1.4342,50.2,104.75,1.3986,34.47,30.476,22700.0
2017-04-06,1.3252,80.64,6.8978,7.7699,13335.5,64.60600000000001,110.81,1131.3,151.75,2435.0,4.4365,1.4347,50.185,104.81,1.4026,34.58,30.554000000000002,22690.0,1.3277,80.64,6.9047,7.7711,13339.5,65.059,111.14,1135.04,152.11,2439.0,4.4375,1.4369999999999998,50.235,104.91,1.4035,34.7,30.603,22690.0,1.3191,79.77,6.8943,7.7688,13317.5,64.50399999999999,110.28,1126.78,151.75,2435.0,4.4295,1.4304,50.092,104.76,1.3991,34.51,30.335,22690.0,1.321,80.48,6.8943,7.7688,13317.5,65.044,110.69,1128.28,152.01,2437.0,4.4295,1.4362,50.123999999999995,104.91,1.4014,34.55,30.4,22690.0
2017-04-07,1.3334,80.475,6.9004,7.7689,13317.5,64.27,111.07,1137.89,151.735,2433.0,4.435,1.4418,49.8,104.82,1.4048,34.61,30.607,22680.0,1.335,80.695,6.9062,7.7714,13347.5,64.744,111.38,1140.81,152.115,2439.0,4.4395,1.443,50.263000000000005,104.82,1.4066,34.7,30.664,22787.0,1.3246,80.455,6.8904,7.7688,13317.5,64.154,110.13,1130.44,151.735,2433.0,4.4345,1.4297,49.688,104.62,1.3986,34.55,30.465,22675.0,1.3259999999999998,80.485,6.8981,7.77,13332.5,64.59899999999999,110.81,1131.3,152.065,2439.0,4.4355,1.4347,50.193999999999996,104.67,1.4029,34.57,30.465,22787.0
